TeamName,G,Date,,Opp,WinorLose,points,opp_points,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
Brooklyn Nets,9,11/5/2021,@,DET,W,96,90,36,80,0.45,11,27,0.407,13,14,0.929,4,45,25,3,4,16,21,,33,87,0.379,11,34,0.324,13,18,0.722,7,44,17,11,6,13,22
Brooklyn Nets,10,11/7/2021,@,TOR,W,116,103,41,80,0.513,17,38,0.447,17,20,0.85,12,48,29,3,0,15,15,,41,87,0.471,7,30,0.233,14,18,0.778,8,35,23,10,6,8,16
Brooklyn Nets,11,11/8/2021,@,CHI,L,95,118,34,86,0.395,11,33,0.333,16,19,0.842,6,42,19,6,7,14,16,,46,98,0.469,9,31,0.29,17,20,0.85,15,56,21,8,5,9,17
Brooklyn Nets,12,11/10/2021,@,ORL,W,123,90,46,91,0.505,16,37,0.432,15,17,0.882,8,49,29,8,5,15,18,,35,92,0.38,4,33,0.121,16,24,0.667,12,49,19,10,3,17,18
Brooklyn Nets,13,11/12/2021,@,NOP,W,120,112,41,82,0.5,18,34,0.529,20,27,0.741,7,34,27,9,4,12,20,,43,88,0.489,13,32,0.406,13,16,0.813,12,43,26,6,5,15,26
Brooklyn Nets,14,11/14/2021,@,OKC,W,120,96,41,82,0.5,18,43,0.419,20,21,0.952,7,44,31,8,3,13,15,,36,90,0.4,14,45,0.311,10,11,0.909,10,44,20,9,2,14,22
Brooklyn Nets,15,11/16/2021,,GSW,L,99,117,34,88,0.386,10,36,0.278,21,27,0.778,9,38,21,12,2,11,23,,41,79,0.519,13,40,0.325,22,28,0.786,9,53,25,4,8,21,27
Brooklyn Nets,16,11/17/2021,,CLE,W,109,99,38,83,0.458,12,32,0.375,21,25,0.84,8,47,29,7,3,11,20,,35,89,0.393,11,44,0.25,18,21,0.857,12,50,20,9,1,13,17
Brooklyn Nets,17,11/19/2021,,ORL,W,115,113,41,91,0.451,10,33,0.303,23,25,0.92,14,43,19,6,13,11,19,,40,89,0.449,14,38,0.368,19,25,0.76,11,45,26,7,6,13,25
Brooklyn Nets,18,11/22/2021,@,CLE,W,117,112,45,95,0.474,11,35,0.314,16,18,0.889,8,42,32,6,6,9,23,,36,93,0.387,14,44,0.318,26,29,0.897,14,53,24,6,5,12,16
Brooklyn Nets,19,11/24/2021,@,BOS,W,123,104,43,85,0.506,14,35,0.4,23,30,0.767,10,50,29,8,4,10,23,,34,91,0.374,11,48,0.229,25,28,0.893,15,45,25,6,5,11,24
Brooklyn Nets,20,11/27/2021,,PHO,L,107,113,42,84,0.5,7,23,0.304,16,21,0.762,10,47,25,7,5,20,15,,41,92,0.446,13,38,0.342,18,21,0.857,11,41,17,11,1,12,17
Brooklyn Nets,21,11/30/2021,,NYK,W,112,110,41,85,0.482,8,28,0.286,22,25,0.88,9,38,27,7,7,9,14,,44,91,0.484,11,32,0.344,11,12,0.917,10,42,27,5,2,10,21
Brooklyn Nets,22,12/3/2021,,MIN,W,110,105,36,76,0.474,6,23,0.261,32,41,0.78,7,41,26,4,4,17,31,,36,93,0.387,13,42,0.31,20,24,0.833,16,44,22,5,4,15,25
Brooklyn Nets,23,12/4/2021,,CHI,L,107,111,46,111,0.414,8,25,0.32,7,9,0.778,15,55,28,8,6,5,19,,41,86,0.477,10,31,0.323,19,27,0.704,7,47,22,4,10,9,12
Brooklyn Nets,24,12/7/2021,@,DAL,W,102,99,42,83,0.506,8,26,0.308,10,13,0.769,8,50,28,3,4,12,22,,36,90,0.4,9,46,0.196,18,22,0.818,10,39,21,6,2,4,15
Brooklyn Nets,25,12/8/2021,@,HOU,L,104,114,35,89,0.393,8,33,0.242,26,31,0.839,14,44,18,7,3,13,23,,40,81,0.494,14,41,0.341,20,29,0.69,9,38,23,9,9,13,23
Brooklyn Nets,26,12/10/2021,@,ATL,W,113,105,46,93,0.495,6,23,0.261,15,16,0.938,9,41,26,9,7,13,22,,37,94,0.394,11,34,0.324,20,24,0.833,16,49,21,10,3,14,19
Brooklyn Nets,27,12/12/2021,@,DET,W,116,104,41,87,0.471,11,28,0.393,23,25,0.92,8,43,28,8,6,17,20,,39,92,0.424,14,37,0.378,12,18,0.667,8,40,24,11,5,19,22
Brooklyn Nets,28,12/14/2021,,TOR,W,131,129,50,103,0.485,14,39,0.359,17,23,0.739,19,60,28,7,5,16,20,,48,105,0.457,18,52,0.346,15,19,0.789,13,41,26,6,6,12,21
Brooklyn Nets,29,12/16/2021,,PHI,W,114,105,44,89,0.494,11,23,0.478,15,16,0.938,10,48,21,4,3,14,15,,39,89,0.438,10,34,0.294,17,20,0.85,5,38,19,10,4,9,22
Brooklyn Nets,30,12/18/2021,,ORL,L,93,100,39,102,0.382,9,46,0.196,6,8,0.75,16,51,24,8,8,15,14,,39,94,0.415,10,31,0.323,12,13,0.923,12,50,20,6,4,16,14
Brooklyn Nets,31,12/25/2021,@,LAL,W,122,115,43,89,0.483,14,32,0.438,22,27,0.815,6,41,31,6,9,10,25,,40,96,0.417,10,35,0.286,25,28,0.893,12,47,29,8,5,13,23
Brooklyn Nets,32,12/27/2021,@,LAC,W,124,108,50,88,0.568,13,34,0.382,11,16,0.688,7,47,31,7,8,13,25,,37,97,0.381,14,37,0.378,20,27,0.741,17,45,25,7,4,11,17
Brooklyn Nets,33,12/30/2021,,PHI,L,102,110,37,81,0.457,7,27,0.259,21,27,0.778,12,52,21,4,9,17,22,,42,100,0.42,13,32,0.406,13,20,0.65,14,43,22,10,4,7,20
Brooklyn Nets,34,1/1/2022,,LAC,L,116,120,42,97,0.433,11,33,0.333,21,25,0.84,17,57,26,9,2,14,20,,42,86,0.488,14,36,0.389,22,31,0.71,7,40,23,7,6,10,19
Brooklyn Nets,35,1/3/2022,,MEM,L,104,118,37,82,0.451,9,31,0.29,21,26,0.808,8,33,28,10,10,12,20,,48,102,0.471,10,35,0.286,12,21,0.571,23,61,24,11,5,12,21
Brooklyn Nets,36,1/5/2022,@,IND,W,129,121,49,86,0.57,5,21,0.238,26,29,0.897,9,38,28,13,4,11,20,,41,82,0.5,13,39,0.333,26,28,0.929,7,33,26,3,5,15,19
Brooklyn Nets,37,1/7/2022,,MIL,L,109,121,42,92,0.457,6,27,0.222,19,20,0.95,14,49,23,8,5,10,16,,44,96,0.458,16,45,0.356,17,21,0.81,13,45,21,6,3,10,20
Brooklyn Nets,38,1/9/2022,,SAS,W,121,119,47,98,0.48,8,28,0.286,19,22,0.864,13,55,26,8,8,21,18,,46,107,0.43,13,32,0.406,14,18,0.778,12,44,33,12,8,15,19
Brooklyn Nets,39,1/10/2022,@,POR,L,108,114,42,91,0.462,12,32,0.375,12,15,0.8,12,42,23,9,6,15,22,,40,86,0.465,15,38,0.395,19,26,0.731,11,47,23,8,9,13,17
Brooklyn Nets,40,1/12/2022,@,CHI,W,138,112,49,87,0.563,17,32,0.531,23,28,0.821,7,41,35,11,4,9,21,,38,81,0.469,11,30,0.367,25,31,0.806,10,35,22,5,6,17,20
Brooklyn Nets,41,1/13/2022,,OKC,L,109,130,41,98,0.418,7,32,0.219,20,22,0.909,21,50,16,7,11,12,19,,47,91,0.516,20,45,0.444,16,18,0.889,9,38,32,8,7,10,19
Brooklyn Nets,42,1/15/2022,,NOP,W,120,105,46,84,0.548,12,27,0.444,16,17,0.941,9,44,30,5,5,14,21,,40,87,0.46,9,31,0.29,16,24,0.667,12,35,27,9,3,11,18
Brooklyn Nets,43,1/17/2022,@,CLE,L,107,114,41,83,0.494,12,30,0.4,13,18,0.722,8,35,27,11,4,14,22,,42,81,0.519,11,32,0.344,19,21,0.905,8,40,26,7,3,15,14
Brooklyn Nets,44,1/19/2022,@,WAS,W,119,118,47,89,0.528,8,25,0.32,17,20,0.85,7,36,23,5,4,12,25,,41,86,0.477,10,29,0.345,26,32,0.813,13,40,23,6,8,12,19
Brooklyn Nets,45,1/21/2022,@,SAS,W,117,102,48,100,0.48,9,25,0.36,12,12,1,12,53,24,3,5,7,17,,37,95,0.389,8,29,0.276,20,24,0.833,16,49,24,3,7,6,13
Brooklyn Nets,46,1/23/2022,@,MIN,L,125,136,48,95,0.505,15,38,0.395,14,15,0.933,16,48,27,4,1,17,29,,48,92,0.522,14,32,0.438,26,31,0.839,10,37,24,11,7,9,17
Brooklyn Nets,47,1/25/2022,,LAL,L,96,106,37,88,0.42,7,27,0.259,15,22,0.682,18,54,20,5,2,18,12,,42,89,0.472,12,38,0.316,10,10,1,5,33,23,12,9,8,19
Brooklyn Nets,48,1/26/2022,,DEN,L,118,124,43,88,0.489,12,29,0.414,20,26,0.769,6,38,26,6,3,12,25,,42,89,0.472,15,36,0.417,25,27,0.926,12,48,27,8,2,13,21
Brooklyn Nets,49,1/29/2022,@,GSW,L,106,110,39,98,0.398,11,28,0.393,17,21,0.81,18,52,21,7,10,10,15,,40,98,0.408,14,45,0.311,16,18,0.889,16,55,24,8,8,10,23
Brooklyn Nets,50,2/1/2022,@,PHO,L,111,121,40,81,0.494,16,40,0.4,15,21,0.714,6,33,25,7,1,11,27,,42,76,0.553,11,31,0.355,26,31,0.839,7,37,26,8,4,15,19
Brooklyn Nets,51,2/2/2022,@,SAC,L,101,112,41,84,0.488,8,25,0.32,11,14,0.786,10,40,22,7,12,13,16,,41,93,0.441,14,42,0.333,16,18,0.889,15,48,23,8,7,11,15
Brooklyn Nets,52,2/4/2022,@,UTA,L,102,125,41,99,0.414,12,34,0.353,8,11,0.727,16,42,25,10,2,9,12,,48,85,0.565,17,38,0.447,12,14,0.857,9,50,33,7,5,16,16
Brooklyn Nets,53,2/6/2022,@,DEN,L,104,124,36,87,0.414,16,41,0.39,16,22,0.727,8,36,24,8,9,10,19,,49,94,0.521,10,32,0.313,16,21,0.762,11,55,37,7,2,10,20
Brooklyn Nets,54,2/8/2022,,BOS,L,91,126,38,99,0.384,10,36,0.278,5,13,0.385,15,40,22,6,4,13,18,,50,91,0.549,14,40,0.35,12,16,0.75,11,52,32,6,8,13,14
Brooklyn Nets,55,2/10/2022,@,WAS,L,112,113,39,84,0.464,10,29,0.345,24,28,0.857,12,42,19,6,3,10,21,,43,85,0.506,11,31,0.355,16,18,0.889,10,41,29,7,5,11,23
Brooklyn Nets,56,2/12/2022,@,MIA,L,111,115,42,93,0.452,12,40,0.3,15,22,0.682,9,41,16,12,2,8,27,,41,82,0.5,10,29,0.345,23,29,0.793,10,52,20,6,1,15,21
Brooklyn Nets,57,2/14/2022,,SAC,W,109,85,43,84,0.512,9,26,0.346,14,15,0.933,6,49,25,7,5,16,22,,31,90,0.344,9,35,0.257,14,18,0.778,11,43,12,8,4,18,17
Brooklyn Nets,58,2/16/2022,@,NYK,W,111,106,43,98,0.439,11,34,0.324,14,23,0.609,16,51,21,5,1,9,16,,37,85,0.435,16,43,0.372,16,18,0.889,10,44,22,7,9,9,17
Brooklyn Nets,59,2/17/2022,,WAS,L,103,117,36,89,0.404,14,38,0.368,17,24,0.708,15,42,19,6,5,15,20,,46,83,0.554,12,24,0.5,13,16,0.813,8,38,26,10,7,15,21
Brooklyn Nets,60,2/24/2022,,BOS,L,106,129,39,94,0.415,7,29,0.241,21,28,0.75,8,38,25,8,4,10,16,,46,85,0.541,17,42,0.405,20,27,0.741,8,48,28,9,3,13,20
Brooklyn Nets,61,2/26/2022,@,MIL,W,126,123,44,92,0.478,13,34,0.382,25,33,0.758,12,40,24,7,5,7,24,,41,78,0.526,16,38,0.421,25,38,0.658,4,43,24,4,0,14,26
Brooklyn Nets,62,2/28/2022,,TOR,L,97,133,33,86,0.384,12,35,0.343,19,24,0.792,14,45,23,4,5,22,20,,51,99,0.515,18,38,0.474,13,22,0.591,16,47,35,17,5,12,20
Brooklyn Nets,63,3/1/2022,@,TOR,L,108,109,42,84,0.5,10,25,0.4,14,19,0.737,7,37,21,3,5,12,21,,41,90,0.456,7,23,0.304,20,23,0.87,16,48,27,5,2,13,19
Brooklyn Nets,64,3/3/2022,,MIA,L,107,113,39,83,0.47,12,31,0.387,17,22,0.773,7,30,24,5,5,13,24,,40,77,0.519,10,30,0.333,23,28,0.821,5,35,27,8,6,13,22
Brooklyn Nets,65,3/6/2022,@,BOS,L,120,126,45,89,0.506,12,27,0.444,18,20,0.9,12,45,24,6,4,15,26,,40,83,0.482,17,36,0.472,29,38,0.763,10,37,25,9,7,10,19
Brooklyn Nets,66,3/8/2022,@,CHO,W,132,121,46,82,0.561,18,35,0.514,22,29,0.759,6,38,33,8,4,16,20,,45,92,0.489,13,41,0.317,18,22,0.818,10,41,26,12,3,15,24
Brooklyn Nets,67,3/10/2022,@,PHI,W,129,100,51,91,0.56,18,40,0.45,9,17,0.529,10,45,29,13,15,11,22,,30,93,0.323,14,36,0.389,26,30,0.867,17,50,19,5,5,18,19
Brooklyn Nets,68,3/13/2022,,NYK,W,110,107,44,89,0.494,6,29,0.207,16,22,0.727,12,39,30,11,3,13,19,,39,83,0.47,11,29,0.379,18,21,0.857,11,40,27,8,5,16,21
Brooklyn Nets,69,3/15/2022,@,ORL,W,150,108,53,88,0.602,16,27,0.593,28,34,0.824,7,48,35,9,4,12,23,,36,95,0.379,15,41,0.366,21,27,0.778,11,37,25,2,4,12,25
Brooklyn Nets,70,3/16/2022,,DAL,L,111,113,45,91,0.495,9,26,0.346,12,15,0.8,19,45,28,2,2,11,21,,41,83,0.494,12,34,0.353,19,19,1,9,37,21,5,2,10,17
Brooklyn Nets,71,3/18/2022,,POR,W,128,123,45,77,0.584,10,25,0.4,28,33,0.848,13,45,24,7,4,21,22,,48,96,0.5,13,35,0.371,14,24,0.583,17,37,29,14,4,13,26
Brooklyn Nets,72,3/21/2022,,UTA,W,114,106,45,83,0.542,11,30,0.367,13,15,0.867,7,41,31,5,4,14,19,,37,83,0.446,14,39,0.359,18,22,0.818,11,37,18,8,7,13,16
Brooklyn Nets,73,3/23/2022,@,MEM,L,120,132,43,87,0.494,9,25,0.36,25,27,0.926,10,39,18,6,10,14,20,,47,101,0.465,19,38,0.5,19,22,0.864,16,46,28,8,7,12,22
Brooklyn Nets,74,3/26/2022,@,MIA,W,110,95,39,83,0.47,11,33,0.333,21,26,0.808,11,40,26,15,5,13,22,,33,75,0.44,10,34,0.294,19,26,0.731,6,39,20,7,5,21,23
Brooklyn Nets,75,3/27/2022,,CHO,L,110,119,43,97,0.443,7,34,0.206,17,26,0.654,14,50,30,9,11,9,20,,42,98,0.429,17,32,0.531,18,23,0.783,17,53,26,6,2,11,22
Brooklyn Nets,76,3/29/2022,,DET,W,130,123,42,76,0.553,15,28,0.536,31,34,0.912,8,41,24,9,6,19,19,,48,99,0.485,16,38,0.421,11,13,0.846,16,39,28,11,4,12,25
Brooklyn Nets,77,3/31/2022,,MIL,L,119,120,45,97,0.464,18,37,0.486,11,16,0.688,5,41,31,12,7,16,25,,40,89,0.449,12,41,0.293,28,34,0.824,11,57,17,12,3,22,14
Brooklyn Nets,78,4/2/2022,@,ATL,L,115,122,42,99,0.424,17,37,0.459,14,19,0.737,10,52,17,5,3,13,29,,36,86,0.419,13,41,0.317,37,49,0.755,10,54,18,10,4,6,18
Brooklyn Nets,79,4/5/2022,,HOU,W,118,105,39,86,0.453,15,37,0.405,25,27,0.926,12,52,22,6,9,16,23,,40,99,0.404,11,43,0.256,14,25,0.56,18,48,18,8,6,11,20
Brooklyn Nets,80,4/6/2022,@,NYK,W,110,98,41,93,0.441,14,41,0.341,14,18,0.778,13,49,28,7,6,13,26,,32,83,0.386,13,38,0.342,21,36,0.583,10,42,22,4,7,11,19
Brooklyn Nets,81,4/8/2022,,CLE,W,118,107,43,92,0.467,12,32,0.375,20,21,0.952,13,45,30,5,8,10,20,,40,82,0.488,8,27,0.296,19,24,0.792,10,31,19,4,4,8,20
Brooklyn Nets,82,4/10/2022,,IND,W,134,126,52,81,0.642,8,22,0.364,22,25,0.88,8,50,30,5,6,20,16,,47,104,0.452,19,46,0.413,13,19,0.684,11,30,32,16,1,7,23
Cleveland Cavaliers,1,10/20/2021,@,MEM,L,121,132,47,93,0.505,14,38,0.368,13,18,0.722,7,36,38,6,5,10,17,,53,100,0.53,14,33,0.424,12,12,1,13,53,28,8,8,10,15
Cleveland Cavaliers,2,10/22/2021,,CHO,L,112,123,43,84,0.512,9,31,0.29,17,20,0.85,7,36,26,9,3,18,15,,48,91,0.527,13,32,0.406,14,17,0.824,11,46,32,13,1,18,16
Cleveland Cavaliers,3,10/23/2021,,ATL,W,101,95,37,89,0.416,7,28,0.25,20,27,0.741,12,54,23,6,6,10,16,,38,99,0.384,10,34,0.294,9,15,0.6,17,54,20,5,3,9,23
Cleveland Cavaliers,4,10/25/2021,@,DEN,W,99,87,38,82,0.463,7,25,0.28,16,20,0.8,11,49,26,8,5,14,18,,35,86,0.407,9,38,0.237,8,12,0.667,11,47,21,10,3,21,22
Cleveland Cavaliers,5,10/27/2021,@,LAC,W,92,79,33,81,0.407,3,20,0.15,23,27,0.852,14,57,12,9,3,20,14,,31,87,0.356,9,41,0.22,8,13,0.615,9,36,19,13,2,14,24
Cleveland Cavaliers,6,10/29/2021,@,LAL,L,101,113,37,87,0.425,12,34,0.353,15,22,0.682,16,36,28,10,1,15,13,,46,84,0.548,12,27,0.444,9,10,0.9,11,42,24,9,6,20,20
Cleveland Cavaliers,7,10/30/2021,@,PHO,L,92,101,36,91,0.396,14,44,0.318,6,7,0.857,10,47,21,8,3,19,21,,39,84,0.464,6,26,0.231,17,27,0.63,8,52,27,12,3,13,14
Cleveland Cavaliers,8,11/1/2021,@,CHO,W,113,110,39,90,0.433,9,28,0.321,26,38,0.684,17,49,21,12,7,16,14,,42,101,0.416,15,39,0.385,11,15,0.733,20,46,27,12,12,17,23
Cleveland Cavaliers,9,11/3/2021,,POR,W,107,104,39,74,0.527,15,30,0.5,14,18,0.778,5,43,29,4,2,17,14,,40,90,0.444,13,37,0.351,11,17,0.647,10,39,24,12,6,9,19
Cleveland Cavaliers,10,11/5/2021,@,TOR,W,102,101,38,83,0.458,10,30,0.333,16,19,0.842,11,39,22,4,3,17,13,,42,99,0.424,12,27,0.444,5,9,0.556,19,45,20,10,8,9,19
Cleveland Cavaliers,11,11/7/2021,@,NYK,W,126,109,49,90,0.544,19,35,0.543,9,11,0.818,11,48,31,8,2,15,18,,39,85,0.459,9,31,0.29,22,24,0.917,7,32,21,9,9,10,14
Cleveland Cavaliers,12,11/10/2021,,WAS,L,94,97,35,76,0.461,9,31,0.29,15,21,0.714,6,40,21,7,4,14,18,,35,84,0.417,10,28,0.357,17,17,1,12,49,25,9,2,12,20
Cleveland Cavaliers,13,11/12/2021,,DET,W,98,78,39,82,0.476,14,41,0.341,6,9,0.667,8,40,27,12,6,19,11,,29,79,0.367,9,30,0.3,11,13,0.846,10,43,18,12,5,23,13
Cleveland Cavaliers,14,11/13/2021,,BOS,W,91,89,31,81,0.383,10,38,0.263,19,22,0.864,9,39,17,10,4,11,19,,33,78,0.423,6,23,0.261,17,18,0.944,10,47,20,7,3,19,16
Cleveland Cavaliers,15,11/15/2021,,BOS,L,92,98,32,83,0.386,16,40,0.4,12,16,0.75,7,42,18,6,3,13,18,,36,78,0.462,10,29,0.345,16,20,0.8,6,46,23,7,6,14,16
Cleveland Cavaliers,16,11/17/2021,@,BRK,L,99,109,35,89,0.393,11,44,0.25,18,21,0.857,12,50,20,9,1,13,17,,38,83,0.458,12,32,0.375,21,25,0.84,8,47,29,7,3,11,20
Cleveland Cavaliers,17,11/18/2021,,GSW,L,89,104,34,80,0.425,12,39,0.308,9,16,0.563,13,42,22,6,3,17,11,,41,83,0.494,15,43,0.349,7,8,0.875,5,34,36,12,2,11,17
Cleveland Cavaliers,18,11/22/2021,,BRK,L,112,117,36,93,0.387,14,44,0.318,26,29,0.897,14,53,24,6,5,12,16,,45,95,0.474,11,35,0.314,16,18,0.889,8,42,32,6,6,9,23
Cleveland Cavaliers,19,11/24/2021,,PHO,L,115,120,43,97,0.443,12,39,0.308,17,25,0.68,13,44,22,7,0,10,23,,45,86,0.523,8,22,0.364,22,28,0.786,10,47,26,4,2,15,23
Cleveland Cavaliers,20,11/27/2021,,ORL,W,105,92,41,90,0.456,14,39,0.359,9,12,0.75,10,51,28,3,9,13,18,,35,88,0.398,8,32,0.25,14,23,0.609,8,43,21,11,5,8,16
Cleveland Cavaliers,21,11/29/2021,@,DAL,W,114,96,45,80,0.563,10,19,0.526,14,18,0.778,5,48,29,3,4,19,22,,39,89,0.438,12,39,0.308,6,15,0.4,7,33,20,8,7,10,15
Cleveland Cavaliers,22,12/1/2021,@,MIA,W,111,85,37,68,0.544,16,31,0.516,21,23,0.913,6,46,27,8,14,20,15,,32,85,0.376,12,37,0.324,9,13,0.692,9,28,21,8,4,11,17
Cleveland Cavaliers,23,12/3/2021,@,WAS,W,116,101,42,89,0.472,13,30,0.433,19,25,0.76,15,54,30,2,5,14,19,,38,82,0.463,10,31,0.323,15,19,0.789,3,33,21,5,4,8,22
Cleveland Cavaliers,24,12/5/2021,,UTA,L,108,109,42,91,0.462,14,38,0.368,10,13,0.769,15,45,20,12,5,13,8,,40,90,0.444,20,48,0.417,9,10,0.9,14,46,24,8,5,17,14
Cleveland Cavaliers,25,12/6/2021,@,MIL,L,104,112,35,90,0.389,15,46,0.326,19,20,0.95,7,39,27,8,4,9,17,,40,86,0.465,13,32,0.406,19,24,0.792,8,53,21,7,5,16,20
Cleveland Cavaliers,26,12/8/2021,,CHI,W,115,92,44,80,0.55,13,28,0.464,14,16,0.875,5,42,28,10,8,14,22,,35,84,0.417,7,26,0.269,15,21,0.714,11,37,21,6,3,17,17
Cleveland Cavaliers,27,12/10/2021,@,MIN,W,123,106,46,85,0.541,13,33,0.394,18,22,0.818,6,47,34,8,7,15,23,,36,92,0.391,11,39,0.282,23,28,0.821,10,40,24,9,5,14,19
Cleveland Cavaliers,28,12/11/2021,,SAC,W,117,103,41,88,0.466,12,31,0.387,23,28,0.821,7,47,27,13,6,14,24,,41,93,0.441,7,28,0.25,14,22,0.636,11,48,19,8,6,17,21
Cleveland Cavaliers,29,12/13/2021,,MIA,W,105,94,36,81,0.444,16,36,0.444,17,18,0.944,8,42,24,6,1,12,16,,38,85,0.447,13,40,0.325,5,9,0.556,11,39,26,4,4,14,15
Cleveland Cavaliers,30,12/15/2021,,HOU,W,124,89,45,80,0.563,18,40,0.45,16,24,0.667,9,44,26,6,5,15,25,,30,78,0.385,5,29,0.172,24,35,0.686,10,41,20,13,1,16,21
Cleveland Cavaliers,31,12/18/2021,@,MIL,W,119,90,45,90,0.5,16,45,0.356,13,14,0.929,9,46,36,11,3,13,13,,35,89,0.393,12,38,0.316,8,11,0.727,13,44,18,8,4,17,15
Cleveland Cavaliers,32,12/22/2021,@,BOS,L,101,111,36,92,0.391,9,38,0.237,20,24,0.833,15,53,17,8,3,15,15,,43,92,0.467,11,30,0.367,14,18,0.778,12,48,24,12,5,13,24
Cleveland Cavaliers,33,12/26/2021,,TOR,W,144,99,56,106,0.528,22,52,0.423,10,12,0.833,13,52,39,12,5,12,17,,37,89,0.416,9,36,0.25,16,23,0.696,11,43,24,11,3,21,13
Cleveland Cavaliers,34,12/28/2021,@,NOP,L,104,108,37,88,0.42,14,41,0.341,16,19,0.842,11,42,27,6,3,7,19,,36,80,0.45,16,36,0.444,20,26,0.769,8,44,24,3,8,12,16
Cleveland Cavaliers,35,12/30/2021,@,WAS,L,93,110,35,83,0.422,8,28,0.286,15,23,0.652,8,44,20,4,3,12,17,,45,90,0.5,9,29,0.31,11,17,0.647,10,47,27,7,8,7,19
Cleveland Cavaliers,36,12/31/2021,,ATL,L,118,121,48,84,0.571,8,25,0.32,14,24,0.583,8,46,27,1,8,9,18,,43,97,0.443,16,38,0.421,19,21,0.905,14,44,23,8,4,2,23
Cleveland Cavaliers,37,1/2/2022,,IND,W,108,104,41,88,0.466,6,26,0.231,20,28,0.714,12,48,26,6,4,8,11,,37,83,0.446,19,46,0.413,11,14,0.786,9,39,24,6,6,14,24
Cleveland Cavaliers,38,1/4/2022,,MEM,L,106,110,40,92,0.435,10,34,0.294,16,21,0.762,14,49,28,2,6,11,14,,42,90,0.467,9,27,0.333,17,22,0.773,12,45,21,6,8,9,18
Cleveland Cavaliers,39,1/7/2022,@,POR,W,114,101,39,80,0.488,17,39,0.436,19,29,0.655,8,43,22,7,3,8,15,,37,92,0.402,16,35,0.457,11,19,0.579,16,51,22,8,5,11,19
Cleveland Cavaliers,40,1/9/2022,@,GSW,L,82,96,32,75,0.427,7,24,0.292,11,18,0.611,8,42,21,9,3,18,10,,39,97,0.402,10,42,0.238,8,10,0.8,22,54,24,16,5,14,20
Cleveland Cavaliers,41,1/10/2022,@,SAC,W,109,108,43,87,0.494,10,34,0.294,13,15,0.867,14,48,29,6,8,16,18,,39,91,0.429,14,30,0.467,16,22,0.727,15,43,20,10,3,10,16
Cleveland Cavaliers,42,1/12/2022,@,UTA,W,111,91,43,81,0.531,11,30,0.367,14,17,0.824,7,50,28,6,3,13,17,,34,85,0.4,16,47,0.34,7,11,0.636,4,32,11,7,2,7,16
Cleveland Cavaliers,43,1/14/2022,@,SAS,W,114,109,46,95,0.484,8,20,0.4,14,24,0.583,12,46,24,7,3,9,13,,42,92,0.457,15,34,0.441,10,13,0.769,10,47,22,6,5,15,24
Cleveland Cavaliers,44,1/15/2022,@,OKC,W,107,102,40,87,0.46,9,35,0.257,18,25,0.72,11,37,28,6,4,7,13,,36,83,0.434,10,27,0.37,20,22,0.909,14,51,17,4,5,15,21
Cleveland Cavaliers,45,1/17/2022,,BRK,W,114,107,42,81,0.519,11,32,0.344,19,21,0.905,8,40,26,7,3,15,14,,41,83,0.494,12,30,0.4,13,18,0.722,8,35,27,11,4,14,22
Cleveland Cavaliers,46,1/19/2022,@,CHI,L,104,117,40,77,0.519,9,27,0.333,15,22,0.682,9,38,27,7,4,14,15,,47,86,0.547,10,22,0.455,13,18,0.722,7,37,25,7,4,9,18
Cleveland Cavaliers,47,1/22/2022,,OKC,W,94,87,35,76,0.461,6,27,0.222,18,35,0.514,15,54,22,5,6,22,20,,33,85,0.388,12,41,0.293,9,16,0.563,11,41,16,14,3,15,28
Cleveland Cavaliers,48,1/24/2022,,NYK,W,95,93,35,81,0.432,13,36,0.361,12,20,0.6,12,51,29,7,1,19,18,,35,84,0.417,12,38,0.316,11,21,0.524,11,45,21,11,1,11,19
Cleveland Cavaliers,49,1/26/2022,,MIL,W,115,99,41,87,0.471,19,42,0.452,14,17,0.824,12,41,27,11,3,12,19,,37,80,0.463,9,32,0.281,16,18,0.889,10,41,22,7,3,19,19
Cleveland Cavaliers,50,1/30/2022,@,DET,L,105,115,38,82,0.463,13,34,0.382,16,25,0.64,12,41,25,6,6,11,20,,42,91,0.462,10,26,0.385,21,25,0.84,16,48,26,7,4,9,21
Cleveland Cavaliers,51,1/31/2022,,NOP,W,93,90,36,84,0.429,9,31,0.29,12,14,0.857,7,37,26,6,9,9,19,,33,85,0.388,6,30,0.2,18,21,0.857,16,51,26,6,8,13,18
Cleveland Cavaliers,52,2/2/2022,@,HOU,L,104,115,41,80,0.513,7,21,0.333,15,27,0.556,12,48,23,6,4,17,27,,39,82,0.476,14,40,0.35,23,33,0.697,8,37,25,11,3,12,23
Cleveland Cavaliers,53,2/4/2022,@,CHO,W,102,101,36,90,0.4,14,35,0.4,16,20,0.8,15,51,26,7,0,12,17,,38,92,0.413,14,43,0.326,11,12,0.917,15,52,27,9,2,14,22
Cleveland Cavaliers,54,2/6/2022,,IND,W,98,85,34,84,0.405,11,32,0.344,19,28,0.679,16,50,25,9,5,10,22,,31,83,0.373,8,31,0.258,15,17,0.882,13,47,17,5,2,19,26
