TeamName,G,Date,,Opp,WinorLose,points,opp_points,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
Memphis Grizzlies,59,2/15/2022,@,NOP,W,121,109,47,94,0.5,10,34,0.294,17,27,0.63,18,49,29,10,3,12,24,,44,88,0.5,4,26,0.154,17,20,0.85,11,34,20,7,5,15,23
Memphis Grizzlies,60,2/16/2022,,POR,L,119,123,37,85,0.435,11,30,0.367,34,42,0.81,10,39,20,10,7,9,26,,43,85,0.506,13,32,0.406,24,32,0.75,13,43,23,6,5,12,27
Memphis Grizzlies,61,2/24/2022,@,MIN,L,114,119,38,98,0.388,9,31,0.29,29,40,0.725,26,59,25,9,7,15,21,,43,93,0.462,16,42,0.381,17,25,0.68,12,42,26,6,11,12,27
Memphis Grizzlies,62,2/26/2022,@,CHI,W,116,110,44,100,0.44,7,23,0.304,21,26,0.808,19,61,23,5,10,13,24,,39,93,0.419,9,20,0.45,23,30,0.767,6,41,17,9,3,9,17
Memphis Grizzlies,63,2/28/2022,,SAS,W,118,105,48,89,0.539,11,26,0.423,11,19,0.579,13,55,24,5,6,16,18,,41,99,0.414,9,32,0.281,14,19,0.737,12,38,30,13,3,9,18
Memphis Grizzlies,64,3/3/2022,@,BOS,L,107,120,42,99,0.424,13,40,0.325,10,13,0.769,17,44,24,10,4,7,16,,46,89,0.517,16,37,0.432,12,15,0.8,15,51,33,4,7,14,15
Memphis Grizzlies,65,3/5/2022,,ORL,W,124,96,46,92,0.5,14,34,0.412,18,27,0.667,6,55,25,7,4,7,14,,37,86,0.43,11,35,0.314,11,16,0.688,1,41,25,7,5,12,20
Memphis Grizzlies,66,3/6/2022,@,HOU,L,112,123,44,97,0.454,5,26,0.192,19,27,0.704,12,40,27,12,8,11,27,,43,82,0.524,13,34,0.382,24,36,0.667,8,45,23,4,5,17,22
Memphis Grizzlies,67,3/8/2022,,NOP,W,132,111,48,101,0.475,16,44,0.364,20,24,0.833,15,52,30,8,6,11,20,,41,88,0.466,11,34,0.324,18,27,0.667,12,45,24,9,3,14,18
Memphis Grizzlies,68,3/11/2022,,NYK,W,118,114,46,104,0.442,9,26,0.346,17,29,0.586,19,54,23,8,16,10,27,,38,90,0.422,10,25,0.4,28,37,0.757,15,54,23,8,6,16,31
Memphis Grizzlies,69,3/13/2022,@,OKC,W,125,118,48,102,0.471,11,29,0.379,18,20,0.9,20,57,30,8,5,13,20,,41,97,0.423,13,41,0.317,23,28,0.821,14,44,25,7,8,11,21
Memphis Grizzlies,70,3/15/2022,@,IND,W,135,102,54,105,0.514,15,40,0.375,12,20,0.6,18,51,38,11,11,10,16,,41,98,0.418,6,30,0.2,14,19,0.737,16,49,23,4,3,19,21
Memphis Grizzlies,71,3/18/2022,@,ATL,L,105,120,40,86,0.465,8,22,0.364,17,23,0.739,15,48,18,6,10,16,18,,45,91,0.495,13,28,0.464,17,21,0.81,7,40,28,12,6,9,20
Memphis Grizzlies,72,3/20/2022,@,HOU,W,122,98,46,96,0.479,16,34,0.471,14,17,0.824,7,51,26,14,6,13,24,,37,86,0.43,10,31,0.323,14,24,0.583,5,45,26,6,3,17,16
Memphis Grizzlies,73,3/23/2022,,BRK,W,132,120,47,101,0.465,19,38,0.5,19,22,0.864,16,46,28,8,7,12,22,,43,87,0.494,9,25,0.36,25,27,0.926,10,39,18,6,10,14,20
Memphis Grizzlies,74,3/24/2022,,IND,W,133,103,50,93,0.538,21,42,0.5,12,17,0.706,16,55,34,8,9,14,22,,39,92,0.424,9,33,0.273,16,23,0.696,9,31,20,7,8,11,19
Memphis Grizzlies,75,3/26/2022,,MIL,W,127,102,49,102,0.48,13,37,0.351,16,23,0.696,16,54,30,10,9,8,19,,37,93,0.398,7,32,0.219,21,26,0.808,14,46,19,4,7,13,21
Memphis Grizzlies,76,3/28/2022,,GSW,W,123,95,43,92,0.467,12,30,0.4,25,35,0.714,13,52,26,11,3,13,21,,33,81,0.407,9,29,0.31,20,26,0.769,7,40,18,6,7,15,27
Memphis Grizzlies,77,3/30/2022,@,SAS,W,112,111,44,91,0.484,16,39,0.41,8,11,0.727,12,40,26,8,5,12,15,,42,83,0.506,14,35,0.4,13,16,0.813,7,37,26,8,1,14,13
Memphis Grizzlies,78,4/1/2022,,PHO,W,122,114,46,102,0.451,7,24,0.292,23,28,0.821,16,48,30,7,2,11,18,,47,86,0.547,10,27,0.37,10,17,0.588,2,39,27,8,4,17,25
Memphis Grizzlies,79,4/5/2022,@,UTA,L,115,121,39,101,0.386,13,31,0.419,24,29,0.828,10,51,26,13,7,12,29,,40,96,0.417,12,38,0.316,29,43,0.674,13,61,23,8,8,16,21
Memphis Grizzlies,80,4/7/2022,@,DEN,L,109,122,42,89,0.472,11,28,0.393,14,19,0.737,10,34,30,8,3,12,21,,44,80,0.55,12,30,0.4,22,25,0.88,8,43,27,7,2,17,22
Memphis Grizzlies,81,4/9/2022,,NOP,W,141,114,53,90,0.589,18,35,0.514,17,23,0.739,13,48,41,6,9,18,24,,41,91,0.451,6,30,0.2,26,35,0.743,9,29,23,10,3,16,22
Memphis Grizzlies,82,4/10/2022,,BOS,L,110,139,39,102,0.382,15,47,0.319,17,27,0.63,19,45,27,11,6,10,16,,54,99,0.545,18,48,0.375,13,13,1,14,56,34,5,2,15,20
Golden State Warriors,1,10/19/2021,@,LAL,W,121,114,41,93,0.441,14,39,0.359,25,30,0.833,9,50,30,9,2,17,18,,45,95,0.474,15,42,0.357,9,19,0.474,5,45,21,7,4,17,25
Golden State Warriors,2,10/21/2021,,LAC,W,115,113,43,83,0.518,15,31,0.484,14,22,0.636,10,53,27,5,4,21,20,,42,96,0.438,14,40,0.35,15,21,0.714,8,39,24,9,2,7,25
Golden State Warriors,3,10/24/2021,@,SAC,W,119,107,43,97,0.443,13,37,0.351,20,24,0.833,14,43,26,12,3,6,13,,42,86,0.488,15,46,0.326,8,13,0.615,10,47,26,0,4,19,16
Golden State Warriors,4,10/26/2021,@,OKC,W,106,98,39,83,0.47,14,40,0.35,14,18,0.778,7,46,30,9,8,15,20,,36,86,0.419,12,34,0.353,14,17,0.824,9,42,19,7,3,13,18
Golden State Warriors,5,10/28/2021,,MEM,L,101,104,39,90,0.433,14,40,0.35,9,12,0.75,7,48,29,8,7,22,17,,39,97,0.402,12,48,0.25,14,14,1,10,51,25,17,9,17,14
Golden State Warriors,6,10/30/2021,,OKC,W,103,82,39,92,0.424,21,54,0.389,4,8,0.5,10,56,30,9,8,15,21,,29,83,0.349,8,39,0.205,16,21,0.762,3,45,14,8,6,15,8
Golden State Warriors,7,11/3/2021,,CHO,W,114,92,42,86,0.488,18,45,0.4,12,18,0.667,7,53,33,14,4,16,17,,34,91,0.374,10,36,0.278,14,19,0.737,9,49,18,10,2,16,14
Golden State Warriors,8,11/5/2021,,NOP,W,126,85,47,91,0.516,20,50,0.4,12,14,0.857,9,49,36,10,4,11,16,,31,88,0.352,11,44,0.25,12,16,0.75,11,42,23,6,3,17,18
Golden State Warriors,9,11/7/2021,,HOU,W,120,107,44,85,0.518,15,46,0.326,17,20,0.85,7,41,31,12,3,15,28,,36,79,0.456,10,33,0.303,25,37,0.676,12,42,17,11,3,21,16
Golden State Warriors,10,11/8/2021,,ATL,W,127,113,44,92,0.478,18,44,0.409,21,22,0.955,10,39,31,13,4,13,22,,38,82,0.463,17,43,0.395,20,26,0.769,3,35,21,6,2,18,16
Golden State Warriors,11,11/10/2021,,MIN,W,123,110,40,85,0.471,11,40,0.275,32,40,0.8,20,53,23,14,6,16,21,,39,95,0.411,17,44,0.386,15,20,0.75,17,40,30,8,4,17,28
Golden State Warriors,12,11/12/2021,,CHI,W,119,93,45,93,0.484,15,46,0.326,14,16,0.875,12,47,27,15,3,16,15,,34,78,0.436,8,27,0.296,17,22,0.773,7,38,18,9,2,20,16
Golden State Warriors,13,11/14/2021,@,CHO,L,102,106,38,90,0.422,9,39,0.231,17,25,0.68,11,49,31,8,7,15,17,,42,88,0.477,14,36,0.389,8,12,0.667,4,39,23,10,2,11,21
Golden State Warriors,14,11/16/2021,@,BRK,W,117,99,41,79,0.519,13,40,0.325,22,28,0.786,9,53,25,4,8,21,27,,34,88,0.386,10,36,0.278,21,27,0.778,9,38,21,12,2,11,23
Golden State Warriors,15,11/18/2021,@,CLE,W,104,89,41,83,0.494,15,43,0.349,7,8,0.875,5,34,36,12,2,11,17,,34,80,0.425,12,39,0.308,9,16,0.563,13,42,22,6,3,17,11
Golden State Warriors,16,11/19/2021,@,DET,W,105,102,38,80,0.475,12,30,0.4,17,21,0.81,14,48,22,8,4,18,23,,32,80,0.4,14,42,0.333,24,30,0.8,11,35,21,11,7,12,22
Golden State Warriors,17,11/21/2021,,TOR,W,119,104,39,79,0.494,22,45,0.489,19,24,0.792,8,47,31,5,7,16,18,,39,99,0.394,15,37,0.405,11,20,0.55,18,47,25,7,4,10,21
Golden State Warriors,18,11/24/2021,,PHI,W,116,96,42,80,0.525,15,38,0.395,17,24,0.708,4,41,32,7,5,16,21,,34,80,0.425,8,28,0.286,20,22,0.909,8,41,17,10,7,19,22
Golden State Warriors,19,11/26/2021,,POR,W,118,103,47,87,0.54,12,37,0.324,12,16,0.75,11,48,31,8,5,15,19,,36,86,0.419,13,38,0.342,18,23,0.783,7,37,23,7,2,10,13
Golden State Warriors,20,11/28/2021,@,LAC,W,105,90,38,86,0.442,17,40,0.425,12,22,0.545,11,43,25,19,2,16,27,,32,80,0.4,9,28,0.321,17,25,0.68,15,47,18,8,3,24,21
Golden State Warriors,21,11/30/2021,@,PHO,L,96,104,36,86,0.419,14,40,0.35,10,14,0.714,15,51,25,7,5,22,13,,43,87,0.494,12,30,0.4,6,11,0.545,8,35,28,12,4,12,12
Golden State Warriors,22,12/3/2021,,PHO,W,118,96,45,92,0.489,19,39,0.487,9,12,0.75,11,51,30,10,8,17,29,,31,81,0.383,8,22,0.364,26,35,0.743,9,38,23,9,3,14,15
Golden State Warriors,23,12/4/2021,,SAS,L,107,112,40,90,0.444,13,39,0.333,14,21,0.667,11,45,26,6,2,12,18,,42,88,0.477,12,35,0.343,16,19,0.842,11,45,24,10,4,12,17
Golden State Warriors,24,12/6/2021,,ORL,W,126,95,43,87,0.494,20,40,0.5,20,29,0.69,7,43,28,15,2,15,19,,33,76,0.434,11,38,0.289,18,22,0.818,5,38,18,10,4,22,20
Golden State Warriors,25,12/8/2021,,POR,W,104,94,33,83,0.398,14,46,0.304,24,31,0.774,10,47,22,9,3,15,19,,33,80,0.413,8,30,0.267,20,28,0.714,7,42,24,5,3,16,24
Golden State Warriors,26,12/11/2021,@,PHI,L,93,102,34,85,0.4,12,48,0.25,13,18,0.722,10,42,21,5,5,13,22,,35,76,0.461,9,27,0.333,23,26,0.885,5,44,19,7,5,11,16
Golden State Warriors,27,12/13/2021,@,IND,W,102,100,42,84,0.5,8,30,0.267,10,14,0.714,9,47,21,6,6,17,25,,35,87,0.402,7,30,0.233,23,31,0.742,13,42,16,11,5,10,18
Golden State Warriors,28,12/14/2021,@,NYK,W,105,96,35,77,0.455,15,40,0.375,20,27,0.741,7,49,28,3,6,12,22,,30,83,0.361,16,42,0.381,20,22,0.909,4,35,18,6,6,8,21
Golden State Warriors,29,12/17/2021,@,BOS,W,111,107,39,90,0.433,16,46,0.348,17,21,0.81,12,45,27,9,8,12,25,,36,82,0.439,15,41,0.366,20,29,0.69,11,45,20,5,2,16,19
Golden State Warriors,30,12/18/2021,@,TOR,L,100,119,37,79,0.468,11,36,0.306,15,21,0.714,11,47,26,5,5,20,21,,45,90,0.5,14,38,0.368,15,23,0.652,12,41,26,13,3,10,21
Golden State Warriors,31,12/20/2021,,SAC,W,113,98,46,88,0.523,15,37,0.405,6,9,0.667,10,42,28,12,9,16,18,,37,83,0.446,13,32,0.406,11,16,0.688,6,37,23,10,3,19,9
Golden State Warriors,32,12/23/2021,,MEM,W,113,104,40,82,0.488,19,40,0.475,14,18,0.778,8,39,30,9,9,18,19,,38,90,0.422,8,26,0.308,20,24,0.833,14,42,18,10,6,13,20
Golden State Warriors,33,12/25/2021,@,PHO,W,116,107,42,85,0.494,14,37,0.378,18,21,0.857,12,42,28,11,7,9,22,,40,83,0.482,11,30,0.367,16,16,1,9,37,20,5,2,13,17
Golden State Warriors,34,12/28/2021,,DEN,L,86,89,30,72,0.417,10,32,0.313,16,31,0.516,8,43,20,8,2,16,20,,34,83,0.41,8,33,0.242,13,20,0.65,13,44,24,10,5,15,19
Golden State Warriors,35,1/1/2022,@,UTA,W,123,116,46,86,0.535,17,32,0.531,14,21,0.667,7,40,39,10,2,15,24,,40,92,0.435,14,44,0.318,22,28,0.786,15,45,19,7,0,13,21
Golden State Warriors,36,1/3/2022,,MIA,W,115,108,45,92,0.489,14,38,0.368,11,13,0.846,7,43,39,11,6,12,17,,37,90,0.411,17,42,0.405,17,19,0.895,11,49,24,5,2,18,13
Golden State Warriors,37,1/5/2022,@,DAL,L,82,99,33,81,0.407,5,28,0.179,11,16,0.688,8,46,20,10,5,16,20,,33,87,0.379,12,40,0.3,21,26,0.808,10,46,22,6,5,12,15
Golden State Warriors,38,1/6/2022,@,NOP,L,96,101,37,87,0.425,7,33,0.212,15,18,0.833,8,43,22,12,6,14,24,,35,83,0.422,8,34,0.235,23,29,0.793,8,46,20,7,5,17,18
Golden State Warriors,39,1/9/2022,,CLE,W,96,82,39,97,0.402,10,42,0.238,8,10,0.8,22,54,24,16,5,14,20,,32,75,0.427,7,24,0.292,11,18,0.611,8,42,21,9,3,18,10
Golden State Warriors,40,1/11/2022,@,MEM,L,108,116,35,82,0.427,13,36,0.361,25,29,0.862,4,45,25,8,5,16,19,,44,100,0.44,14,34,0.412,14,18,0.778,11,49,30,11,8,11,18
Golden State Warriors,41,1/13/2022,@,MIL,L,99,118,33,95,0.347,16,48,0.333,17,24,0.708,12,49,20,9,2,15,15,,44,86,0.512,18,41,0.439,12,18,0.667,5,54,29,10,7,16,16
Golden State Warriors,42,1/14/2022,@,CHI,W,138,96,53,94,0.564,19,42,0.452,13,17,0.765,9,47,39,12,5,7,17,,37,87,0.425,10,38,0.263,12,18,0.667,10,36,26,4,5,14,19
Golden State Warriors,43,1/16/2022,@,MIN,L,99,119,32,82,0.39,13,42,0.31,22,29,0.759,7,47,20,6,3,15,17,,45,91,0.495,16,43,0.372,13,20,0.65,6,47,30,8,9,15,21
Golden State Warriors,44,1/18/2022,,DET,W,102,86,34,83,0.41,14,42,0.333,20,27,0.741,13,54,26,12,3,13,25,,30,85,0.353,9,34,0.265,17,24,0.708,11,50,18,4,5,16,23
Golden State Warriors,45,1/20/2022,,IND,L,117,121,42,94,0.447,9,42,0.214,24,29,0.828,15,53,28,11,6,21,28,,41,95,0.432,15,35,0.429,24,34,0.706,13,48,23,12,3,14,23
Golden State Warriors,46,1/21/2022,,HOU,W,105,103,39,81,0.481,10,30,0.333,17,22,0.773,7,41,25,4,9,17,18,,38,89,0.427,10,35,0.286,17,20,0.85,8,39,25,10,3,12,15
Golden State Warriors,47,1/23/2022,,UTA,W,94,92,36,83,0.434,13,42,0.31,9,10,0.9,10,40,19,8,5,9,19,,31,81,0.383,11,35,0.314,19,23,0.826,17,51,17,7,2,9,13
Golden State Warriors,48,1/25/2022,,DAL,W,130,92,49,92,0.533,17,43,0.395,15,18,0.833,12,58,31,8,2,14,17,,32,91,0.352,10,40,0.25,18,18,1,10,39,17,9,4,11,17
Golden State Warriors,49,1/27/2022,,MIN,W,124,115,44,82,0.537,21,36,0.583,15,21,0.714,10,47,31,8,3,18,23,,42,95,0.442,10,44,0.227,21,27,0.778,10,41,22,10,4,9,15
Golden State Warriors,50,1/29/2022,,BRK,W,110,106,40,98,0.408,14,45,0.311,16,18,0.889,16,55,24,8,8,10,23,,39,98,0.398,11,28,0.393,17,21,0.81,18,52,21,7,10,10,15
Golden State Warriors,51,1/31/2022,@,HOU,W,122,108,43,80,0.538,17,40,0.425,19,23,0.826,7,41,23,10,8,14,24,,36,84,0.429,16,43,0.372,20,29,0.69,9,37,25,4,3,16,19
Golden State Warriors,52,2/1/2022,@,SAS,W,124,120,43,96,0.448,20,46,0.435,18,18,1,15,46,30,10,3,14,17,,46,83,0.554,16,33,0.485,12,17,0.706,5,34,33,7,7,14,17
Golden State Warriors,53,2/3/2022,,SAC,W,126,114,47,84,0.56,20,42,0.476,12,16,0.75,9,40,27,11,3,15,19,,42,80,0.525,11,31,0.355,19,23,0.826,5,25,29,13,3,15,16
Golden State Warriors,54,2/7/2022,@,OKC,W,110,98,41,82,0.5,15,43,0.349,13,17,0.765,6,40,30,12,3,15,19,,37,90,0.411,11,36,0.306,13,17,0.765,18,50,21,8,2,17,14
Golden State Warriors,55,2/9/2022,@,UTA,L,85,111,28,78,0.359,16,43,0.372,13,17,0.765,3,35,17,8,3,11,19,,41,89,0.461,17,51,0.333,12,17,0.706,11,52,26,3,9,9,16
Golden State Warriors,56,2/10/2022,,NYK,L,114,116,42,91,0.462,15,45,0.333,15,17,0.882,5,38,27,4,5,7,24,,39,90,0.433,14,36,0.389,24,33,0.727,16,51,24,3,3,13,18
Golden State Warriors,57,2/12/2022,,LAL,W,117,115,40,90,0.444,12,38,0.316,25,34,0.735,10,50,24,4,3,9,24,,41,88,0.466,11,27,0.407,22,33,0.667,12,48,25,5,6,8,24
Golden State Warriors,58,2/14/2022,@,LAC,L,104,119,39,86,0.453,16,41,0.39,10,13,0.769,7,38,23,7,3,14,18,,48,85,0.565,15,34,0.441,8,15,0.533,6,43,25,6,3,12,18
Golden State Warriors,59,2/16/2022,,DEN,L,116,117,45,87,0.517,10,34,0.294,16,24,0.667,8,37,26,13,5,10,21,,43,91,0.473,14,36,0.389,17,21,0.81,12,48,27,5,1,18,18
Golden State Warriors,60,2/24/2022,@,POR,W,132,95,45,88,0.511,15,41,0.366,27,32,0.844,10,46,36,10,7,12,23,,31,79,0.392,9,35,0.257,24,29,0.828,6,31,16,5,4,18,29
Golden State Warriors,61,2/27/2022,,DAL,L,101,107,39,91,0.429,11,39,0.282,12,20,0.6,12,44,27,15,2,10,23,,39,78,0.5,13,34,0.382,16,20,0.8,6,45,16,5,7,18,18
Golden State Warriors,62,3/1/2022,@,MIN,L,114,129,41,90,0.456,13,45,0.289,19,22,0.864,8,40,26,11,3,17,25,,47,89,0.528,16,40,0.4,19,23,0.826,6,42,27,10,2,16,20
Golden State Warriors,63,3/3/2022,@,DAL,L,113,122,44,81,0.543,15,30,0.5,10,13,0.769,10,37,26,7,5,15,19,,45,85,0.529,17,37,0.459,15,20,0.75,8,32,29,7,1,9,16
Golden State Warriors,64,3/5/2022,@,LAL,L,116,124,46,92,0.5,15,34,0.441,9,19,0.474,10,41,22,11,4,16,20,,44,89,0.494,18,41,0.439,18,21,0.857,12,47,25,10,6,17,18
Golden State Warriors,65,3/7/2022,@,DEN,L,124,131,45,88,0.511,17,40,0.425,17,23,0.739,9,41,29,5,0,14,30,,46,84,0.548,10,32,0.313,29,41,0.707,7,41,39,8,5,9,25
Golden State Warriors,66,3/8/2022,,LAC,W,112,97,44,92,0.478,13,34,0.382,11,13,0.846,10,51,33,8,6,16,20,,33,93,0.355,12,39,0.308,19,23,0.826,12,47,23,12,3,13,12
Golden State Warriors,67,3/10/2022,@,DEN,W,113,102,42,88,0.477,14,42,0.333,15,20,0.75,8,36,26,9,4,7,25,,35,84,0.417,7,31,0.226,25,32,0.781,12,49,19,5,6,11,20
Golden State Warriors,68,3/12/2022,,MIL,W,122,109,45,93,0.484,18,45,0.4,14,15,0.933,12,55,33,3,7,10,19,,38,92,0.413,17,44,0.386,16,23,0.696,8,39,27,8,2,4,16
Golden State Warriors,69,3/14/2022,,WAS,W,126,112,45,84,0.536,18,45,0.4,18,22,0.818,6,44,26,7,4,13,21,,42,82,0.512,10,26,0.385,18,23,0.783,5,35,28,7,1,12,18
Golden State Warriors,70,3/16/2022,,BOS,L,88,110,32,86,0.372,11,48,0.229,13,16,0.813,7,38,19,8,4,8,21,,38,81,0.469,15,40,0.375,19,22,0.864,8,53,23,4,4,10,15
Golden State Warriors,71,3/20/2022,,SAS,L,108,110,41,90,0.456,11,33,0.333,15,21,0.714,20,57,26,5,1,15,20,,38,98,0.388,15,40,0.375,19,25,0.76,17,44,25,7,2,10,18
Golden State Warriors,72,3/22/2022,@,ORL,L,90,94,34,85,0.4,11,32,0.344,11,16,0.688,12,48,21,6,3,18,23,,34,79,0.43,10,36,0.278,16,20,0.8,6,39,25,9,6,13,14
Golden State Warriors,73,3/23/2022,@,MIA,W,118,104,40,77,0.519,15,36,0.417,23,27,0.852,7,45,23,5,2,11,24,,37,85,0.435,14,36,0.389,16,21,0.762,8,34,26,8,1,9,19
Golden State Warriors,74,3/25/2022,@,ATL,L,110,121,43,90,0.478,14,41,0.341,10,13,0.769,14,47,27,4,1,16,22,,46,89,0.517,14,37,0.378,15,19,0.789,12,44,27,11,4,11,18
Golden State Warriors,75,3/27/2022,@,WAS,L,115,123,38,89,0.427,8,33,0.242,31,39,0.795,13,46,20,8,2,10,24,,44,84,0.524,16,28,0.571,19,22,0.864,5,42,33,5,8,12,24
Golden State Warriors,76,3/28/2022,@,MEM,L,95,123,33,81,0.407,9,29,0.31,20,26,0.769,7,40,18,6,7,15,27,,43,92,0.467,12,30,0.4,25,35,0.714,13,52,26,11,3,13,21
Golden State Warriors,77,3/30/2022,,PHO,L,103,107,35,83,0.422,13,38,0.342,20,25,0.8,10,48,26,7,4,21,24,,38,92,0.413,7,28,0.25,24,30,0.8,12,46,20,9,1,14,19
Golden State Warriors,78,4/2/2022,,UTA,W,111,107,40,84,0.476,20,48,0.417,11,12,0.917,6,41,30,5,6,11,22,,38,89,0.427,15,46,0.326,16,22,0.727,12,47,19,8,2,12,17
Golden State Warriors,79,4/3/2022,@,SAC,W,109,90,41,79,0.519,16,34,0.471,11,15,0.733,7,47,29,8,8,15,28,,31,81,0.383,7,33,0.212,21,24,0.875,6,35,19,5,1,12,15
Golden State Warriors,80,4/7/2022,,LAL,W,128,112,51,97,0.526,16,32,0.5,10,10,1,9,45,39,10,5,15,26,,37,83,0.446,9,32,0.281,29,38,0.763,8,42,14,8,4,18,13
Golden State Warriors,81,4/9/2022,@,SAS,W,100,94,33,81,0.407,8,32,0.25,26,33,0.788,13,51,23,8,1,12,22,,32,80,0.4,10,31,0.323,20,27,0.741,4,41,19,5,3,12,24
Golden State Warriors,82,4/10/2022,@,NOP,W,128,107,49,81,0.605,19,33,0.576,11,13,0.846,7,41,33,5,2,17,15,,42,99,0.424,14,40,0.35,9,12,0.75,18,42,24,10,0,11,17
Dallas Mavericks,1,10/21/2021,@,ATL,L,87,113,31,93,0.333,13,43,0.302,12,13,0.923,10,50,16,7,3,15,21,,45,94,0.479,15,35,0.429,8,9,0.889,6,55,31,8,9,13,16
Dallas Mavericks,2,10/23/2021,@,TOR,W,103,95,38,91,0.418,14,42,0.333,13,18,0.722,13,50,24,6,6,9,22,,34,85,0.4,11,37,0.297,16,23,0.696,11,49,17,7,6,12,23
Dallas Mavericks,3,10/26/2021,,HOU,W,116,106,43,93,0.462,12,43,0.279,18,25,0.72,14,50,25,9,7,14,22,,36,86,0.419,16,39,0.41,18,26,0.692,11,49,24,7,3,17,21
Dallas Mavericks,4,10/28/2021,,SAS,W,104,99,41,89,0.461,18,45,0.4,4,13,0.308,9,45,18,4,7,12,19,,39,88,0.443,12,30,0.4,9,15,0.6,11,48,21,6,11,14,16
Dallas Mavericks,5,10/29/2021,@,DEN,L,75,106,23,78,0.295,8,37,0.216,21,27,0.778,6,36,14,8,3,15,17,,43,83,0.518,11,36,0.306,9,13,0.692,5,51,28,8,3,19,24
Dallas Mavericks,6,10/31/2021,,SAC,W,105,99,40,90,0.444,12,37,0.324,13,20,0.65,10,45,24,8,4,9,20,,38,96,0.396,7,36,0.194,16,20,0.8,17,56,20,6,3,12,19
Dallas Mavericks,7,11/2/2021,,MIA,L,110,125,37,84,0.44,14,42,0.333,22,31,0.71,11,41,17,1,3,9,21,,43,83,0.518,13,25,0.52,26,30,0.867,9,45,25,6,5,6,25
Dallas Mavericks,8,11/3/2021,@,SAS,W,109,108,40,93,0.43,8,34,0.235,21,29,0.724,15,56,21,10,4,19,23,,43,88,0.489,7,21,0.333,15,20,0.75,5,40,25,10,10,15,24
Dallas Mavericks,9,11/6/2021,,BOS,W,107,104,41,78,0.526,13,39,0.333,12,14,0.857,7,40,19,7,6,15,18,,42,86,0.488,9,31,0.29,11,16,0.688,8,36,20,6,2,11,14
Dallas Mavericks,10,11/8/2021,,NOP,W,108,92,43,85,0.506,14,35,0.4,8,13,0.615,9,46,27,7,3,12,15,,37,87,0.425,9,34,0.265,9,11,0.818,9,39,27,7,0,13,16
Dallas Mavericks,11,11/10/2021,@,CHI,L,107,117,38,83,0.458,12,33,0.364,19,24,0.792,8,43,23,9,4,12,16,,45,89,0.506,15,31,0.484,12,14,0.857,8,46,26,9,2,11,15
Dallas Mavericks,12,11/12/2021,@,SAS,W,123,109,46,100,0.46,18,45,0.4,13,19,0.684,10,48,30,9,7,5,18,,41,84,0.488,13,30,0.433,14,20,0.7,3,41,30,3,3,13,17
Dallas Mavericks,13,11/15/2021,,DEN,W,111,101,45,90,0.5,14,36,0.389,7,10,0.7,10,44,30,7,2,8,19,,40,84,0.476,9,32,0.281,12,17,0.706,10,46,20,4,5,11,16
Dallas Mavericks,14,11/17/2021,@,PHO,L,98,105,38,91,0.418,16,32,0.5,6,6,1,8,49,28,5,2,10,14,,41,93,0.441,13,39,0.333,10,14,0.714,8,49,27,6,7,7,9
Dallas Mavericks,15,11/19/2021,@,PHO,L,104,112,37,90,0.411,12,40,0.3,18,23,0.783,10,40,25,15,1,10,17,,44,85,0.518,14,29,0.483,10,14,0.714,10,53,28,7,4,17,22
Dallas Mavericks,16,11/21/2021,@,LAC,L,91,97,34,83,0.41,6,30,0.2,17,18,0.944,8,39,21,6,5,10,21,,36,75,0.48,12,29,0.414,13,18,0.722,8,42,18,5,2,14,15
Dallas Mavericks,17,11/23/2021,@,LAC,W,112,104,39,89,0.438,12,39,0.308,22,27,0.815,12,42,22,11,5,14,23,,35,85,0.412,10,32,0.313,24,29,0.828,12,47,17,5,3,18,24
Dallas Mavericks,18,11/27/2021,,WAS,L,114,120,42,89,0.472,14,38,0.368,16,22,0.727,9,35,23,7,4,7,21,,45,78,0.577,9,24,0.375,21,26,0.808,7,43,28,4,4,14,18
Dallas Mavericks,19,11/29/2021,,CLE,L,96,114,39,89,0.438,12,39,0.308,6,15,0.4,7,33,20,8,7,10,15,,45,80,0.563,10,19,0.526,14,18,0.778,5,48,29,3,4,19,22
Dallas Mavericks,20,12/1/2021,@,NOP,W,139,107,57,83,0.687,18,34,0.529,7,9,0.778,9,34,32,7,2,18,19,,40,89,0.449,13,37,0.351,14,16,0.875,16,32,22,10,1,13,12
Dallas Mavericks,21,12/3/2021,,NOP,L,91,107,32,79,0.405,10,34,0.294,17,26,0.654,5,42,17,4,3,15,23,,37,90,0.411,12,30,0.4,21,28,0.75,13,55,30,5,5,10,26
Dallas Mavericks,22,12/4/2021,,MEM,L,90,97,31,92,0.337,15,43,0.349,13,19,0.684,14,42,19,10,1,13,21,,37,76,0.487,9,26,0.346,14,24,0.583,10,52,20,10,5,22,23
Dallas Mavericks,23,12/7/2021,,BRK,L,99,102,36,90,0.4,9,46,0.196,18,22,0.818,10,39,21,6,2,4,15,,42,83,0.506,8,26,0.308,10,13,0.769,8,50,28,3,4,12,22
